method name: freqs			
corpus: trendi			
subcorpus: -			
concordance size: 2980			
"query: Query:([lemma=""""naš""""][]{1,3}[lemma=""""vaš""""])|([lemma=""""vaš""""][]{1,3}[lemma=""""naš""""])within<s/>"			
text.topic	Frequency	Relative density	Relative in text types
(INTERVJU) Dr. Ignacija Fridl Jarc: &#34;Imamo demokracijo, v kateri so, kot bi rekel Orwell, nekatere ženske v času gibanja &#34;me too&#34; pač bolj enakopravne od drugih&#34; - Demokracija	1	13855.60019	321.75032
Ksenija Benedetti: Nehajte že z nesmiselnim obmetavanjem	1	32257.0827	749.06367
Za sestavo plesnega programa je potrebno veliko: Pet ključnih elementov	1	58909.99371	1367.98906
Na Hrvaškem zaradi suma korupcije aretirali poslanko iz vrst slovenske manjšine	1	122687.19488	2849.00285
(INTERVJU) Dr. Matej Mertik, vodja študijskih programov s področja umetne inteligence in digitalnih tehnologij na Alma Mater Europaea: &#34;Podatki in informacije imajo vedno večjo vrednost, zato jih moramo varno upravljati&#34; - Demokracija	1	16524.63753	383.72985
NOVO! Startupi - predstavite se slovenski javnosti! -- Mladipodjetnik.si	1	188048.93189	4366.81223
Afera Fabjan - razkritje dobrega poznavalca vsem v razmislek: 'Le čevlje sodi naj kopitar' - Ekipa	1	18854.29308	437.82837
Domovina 204 - Dr. Leonida Zalokar: Zdravi del družbe se uklanja psihopatiji - Domovina	1	99914.6297	2320.18561
V Missouriju v ZDA znova uvajajo šeškanje v šoli kot kazen: 'Ljudje so se nam dejansko zahvaljevali'	1	44671.3749	1037.3444
"""Rusi so vstopili v mesto in pijani hodijo naokoli z granatami, vse je črno in požgano"""	1	124460.13122	2890.17341
Prvič videli jesen in jedli joto: mladi z drugega konca sveta navdušeni nad Slovenijo	1	38760.76094	900.09001
JE TO ZELO PREGREŠNO? Izbranka LUKE DONČIĆA objavila FOTOGRAFIJO, ki ... (foto)	1	223125.41659	5181.34715
(IZ MINUTE V MINUTO) Štirje pogumni srednjevropski državniki (Janša, Morawiecki, Fiala in Kaczyński) na nevarnem obisku v Ukrajini, kjer Zelenskemu izrekajo podporo Evrope v boju proti ruskemu agresorju - Demokracija	1	95272.57832	2212.38938
'Tehnološki napredek, ki ne vključuje človeka, ni resničen napredek' | 24ur.com	1	361875.67565	8403.36134
Moja žena je bitje neskončne potrpežljivosti in poguma	1	26533.0902	616.14295
Mis sveta postala Poljakinja Karolina Bielawska - N1	1	87884.09266	2040.81633
Ni mi žal niti za en trenutek, ki sem ga preživel kot prostovoljec	1	41248.28104	957.85441
Von der Leyen, Macron in Pahor podpirajo spremembo pogodb EU-ja	1	28747.13311	667.55674
Predsednik KPK Golobu: Diskreditacije so šle čez mejo dopustnega	1	113026.78583	2624.67192
Slovenec Jurek, ki so ga v Sarajevu imeli raje kot burek	1	16671.7791	387.14673
"Slovenia first, America second""! *"	1	117981.38466	2739.72603
Ante Šimundža brez dlake na jeziku: &#34;Zahovićeva vrnitev? Vsi bi ga potrebovali, nisem pa prepričan, da ...&#34;	1	120625.22522	2801.12045
TV namig: Vaš obraz - njihova last: temna plat umetne inteligence	1	328726.7588	7633.58779
Veliki šmaren je praznik upanja	1	86126.41081	2000
Camino malo drugače: udeležila sta se ga z dvema otrokoma v vozičku in tretjim na poti	1	69568.99096	1615.50889
Papež Frančišek je nagovarjal tudi ljudi, ki so bili daleč od Cerkve	1	54718.17713	1270.64803
"""Težava vlade ni v strukturi, ampak v načinu, kako deluje""; Janša: Le zamenjava Goloba ne bo rešitev"	1	20113.5943	467.07146
Dolgoletni slovenski reprezentant okrepil ACH Volley | 24ur.com	1	538290.06753	12500
"Ljudmila Novak: ""Zdajšnje dogajanje na RTV je na žalost nekaj običajnega"""	1	79015.05578	1834.86239
Presenečeni nad dogajanjem v Olimpiji? Vsakič znova.	1	34204.29341	794.28118
Golob ob jubileju Sove izpostavil njen prispevek k varnosti Slovenije	1	123037.72972	2857.14286
Od lumparij do znanja	1	34925.55183	811.03001
Svoboda: V koaliciji se znamo o vsem dogovoriti (dopolnjeno)	1	43454.29405	1009.08174
Logaj ob koncu šolskega leta: Trud in volja sta edina zaveznika pri premagovanju ovir Ljubljana	1	75949.21588	1763.66843
Rudarjenje s čisto energijo: z Mint Miner do 9.700 $ na dan	1	60144.14162	1396.64804
[Video] Tako preprosto je podpreti referendum in braniti življenje bolnikov	1	45763.23635	1062.69926
Netanjahu nagovoril parlament: &#34;Izraelski vojaški dosežki spreminjajo podobo Bližnjega vzhoda&#34;	1	49102.85679	1140.25086
Zelenski: Putin želi nadaljevati vojno in nihče se ne more počutiti varnega	1	72375.13513	1680.67227
Udarec ruski samozavesti in psihološki trdnosti - ukrajinski droni ruskim letališčem povzročili nezaslišan kaos	1	44258.17616	1027.74923
Še malo, pa bodo streljali talce! | MLADINA.si	1	7181.98889	166.77785
Stranka Prerod Vladimirja Prebiliča na volitve s samostojno listo	1	70711.33892	1642.03612
V središču Ljubljane shoda za in proti pravici do splava	1	98542.80413	2288.32952
Popoln poraz pravne države	1	23202.15808	538.7931
"Golobovi soglasno za Nino Betetto in Gorkiča, Janševi proti imenovanjema z očitki ""enoumja"""	1	251831.61054	5847.95322
Dominik Štrakl izvoljen za novega predsednika SDM - kongres nagovoril tudi predsednik SDS Janez Janša	1	130100.31844	3021.14804
Conor McGregor še ne bo predsednik	1	179430.02251	4166.66667
Film tedna / Izgubljeni horizont | MLADINA.si	1	73612.31693	1709.40171
Delavnice na festivalu duševnega zdravja privabile več kot 500 ljudi	1	54997.70805	1277.13921
"Na odboru za kulturo o ""kadrovskem cunamiju"" in ""neutemeljenih čistkah"" na RTVS"	1	52644.50538	1222.49389
Poslanci o pokopu žtrev prikritih grobišč. Dimic: Bomo še delili mrtve na naše in vaše?	1	65148.57096	1512.8593
Novomeški občinski svetniki poslanko Svobode pozvali k odstopu - Domovina	1	35096.33692	814.99593
Sedem desetletij že nesebično pomagajo vsem, ki jih potrebujejo	1	91042.71755	2114.1649
Veterinarski center Pika še vedno pogreša mucko, najditelju ponujajo nagrado - Lokalec.si	1	203128.32737	4716.98113
Tako Matej Acceto odgovarja na očitke kolega Klemna Jakliča	1	35124.96362	815.66069
Janša hoče na oblast za vsako ceno	1	50722.26785	1177.8563
Ignoranca, izključevanje in povojni molk&#34;: Zakaj je moral oditi podžupan Harej?	1	86299.00882	2004.00802
Janša: Razvoj, boj proti korupciji, decentralizacija. Golob: Janša grozil, da me bo poslal na Dob.	1	10795.48895	250.6894
Luka očaral njih, Srbi (o)čarajo kot za stavo - Slovenija potuje z vprašanjem, ne odgovorom - Ekipa	1	22417.07725	520.56221
Medgeneracijska koalicija: Ob pogovoru o ravnanju s starejšimi pravzaprav govorimo o sebi	1	35648.34884	827.81457
Rekordna obiskanost dnevnik.si: zaupa nam že več kot 500.000 obiskovalcev	1	201229.93179	4672.8972
Onaplus - Črno-beli božič za britanska princa	1	147983.52372	3436.42612
Hrvoje Klasić: Zgodovina je za mnoge kot samopostrežna trgovina	1	6872.51922	159.59145
Naši, vaši in izdajalci - Časnik	1	70021.4722	1626.01626
Pahor sprejel svojce padlih in ranjenih. V stolnici maša za domovino.	1	28201.18232	654.87885
Obljubljena dežela, Slovenija	1	135418.88491	3144.65409
Lepa Vida, kdo bo tebe gledal?	1	84272.41762	1956.94716
Dr. Tone Jerovšek: Predsednica državnega zbora ne pozna ustave! - Demokracija	1	79746.67667	1851.85185
Nataša Pirc Musar: Biti feministka mi pomeni priznavati enakovrednost vseh ljudi	1	15189.84318	352.73369
Predsednica republike v poslanici za 1. maj: Vaše delo je temelj naše družbe, naše blaginje in naše prihodnosti	1	236611.0187	5494.50549
9-letnik in njegova navezanost na Carla Acutisa	1	458119.20641	10638.29787
Pirc Musar ob sprejemu veteranov in svojcev padlih v vojni za Slovenijo z zahvalo za junaštvo	1	58909.99371	1367.98906
Pirc Musar sprejela veterane: &#34;Generacijam ste podarili boljšo prihodnost&#34;	1	371234.52933	8620.68966
Gorenjski glas | Ob jubileju tudi novi vozili	1	115142.26043	2673.79679
V tekmo za predsednika države se podaja tudi Alojz Kovšca	1	81251.33095	1886.79245
"Golob želi, da volilci Janši sporočijo: ""Dosti te imamo, pojdi v penzijo"" - N1"	1	41647.20058	967.11799
Kijev vrača udarec	1	21661.57213	503.01811
Protesti v Sloveniji so postali razlog za protest - Demokracija	1	24678.05467	573.0659
Tradicija, družina in prestižna vina	1	63608.87061	1477.10487
Ob Velikem šmarnu - Domovina	1	80192.18883	1862.19739
Udeleženci okrogle mize opozorili na nepotrebno poplavo predpisov Ljubljana	1	65946.71578	1531.39357
Severina na koncertu opazila Dončića, to mu je sporočila	1	225461.80839	5235.60209
Na predvečer dneva državnosti ključne slovesnosti v čast 34 let samostojnosti države (zbirno)pripravil Aleš Kocjan Ljubljana	1	42510.56802	987.16683
Rusija zavrnila zamenjavo ukrajinskih vojakov za zajetega proruskega politika	1	75815.50247	1760.56338
Logar bo še krepil Platformo sodelovanja, ki jo Janša čuti kot nevarnost za zmago SDS	1	112143.76407	2604.16667
50 poslancev za, 24 proti: novela zakona o RTVS znova potrjena	1	95909.14344	2227.17149
Notranji saboterji: posamezniki, ki organizacijo razjedajo od znotraj	1	27463.77896	637.7551
V Radencih znova preimenovali Titovo cesto - N1	1	80642.70675	1872.65918
Fant, ki je moral zmagati, čeprav (morda) ne bi smel	1	29077.11371	675.21945
(GREMA NA KAFE) Kdo je Čehinja, ki dan začne z Mi2 in sanja o poučevanju in življenju v Mariboru?	1	20574.87119	477.78309
Zahovićeve izjave? Da bomo odšli? Vodja Maribora v velikem intervjuju: Za nas je to ... - Ekipa	1	8736.70225	202.88091
Jože Biščak na srečanju podpornikov Nova24TV in revije Demokracija: Ne smemo se zateči k zvokom molka! - Demokracija	1	37251.90779	865.0519
France Cukjati: Še vedno je velik del politike z globoko državo vred ujet v udbovsko shemo razmišljanja in obvladovanja družbe. Priče smo celo vohunjenju, grožnjam in kriminalnemu izsiljevanju poslancev - demokracija.si	1	14854.50342	344.94653
Težave za slovensko industrijo	1	58430.40082	1356.8521
Kako Časnik deluje? - Časnik	1	56218.28382	1305.48303
Spor med slovenskimi vplivneži: obtožujejo se kopiranja in nadlegovanja	1	66558.27728	1545.59505
15 skrivnosti in nasvetov kuharskih mojstrov: Bine Volčič	1	44717.76262	1038.4216
Z rdečimi baloni na oknih nad predsodke ob mednarodnem dnevu redkih bolezni	1	107927.83309	2506.26566
Na mariborski urgenci opozarjajo na preobremenjenost	1	85273.67406	1980.19802
Miran Fujs z optimizmom in vizijo v velike čevlje	1	23622.16424	548.54635
(PREJELI SMO) ZNP: Zahtevamo odstop odgovorne urednice informativnega programa TV Slovenija - Demokracija	1	78582.49161	1824.81752
Oddajni center Plešivec praznuje 60 let	1	75949.21588	1763.66843
Novi papež nas bo presenetil	1	27359.08857	635.32402
Blagovne znamke: Pomemben element je identifikacija	1	61431.10614	1426.53352
Knox dnevniki: Prihodnost varnosti brez gesla	1	46504.54147	1079.91361
Prof. dr. Matej Avbelj, rektor Nove univerze: Odprto pismo predsedniku Rektorske konference Republike Slovenije	1	62591.86832	1453.48837
Na Šafarskem izvedli prireditev Zaključek poletja - pesmi vaše in naše mladosti	1	161285.41349	3745.31835
Tednik Mladina se je zavistno spravil na najuspešnejšega slovenskega režiserja Mitjo Okorna - Demokracija	1	93210.4013	2164.50216
Med trpljenjem je potožila: &#34;Gospod, ne zmorem več&#34; in prejela pomenljiv odgovor	1	20525.8367	476.64442
Znani slovenski umetniki ličenja in friziranja v Ljubljani odprli nov studio	1	368061.58464	8547.00855
Misice so tudi odlične kuharice (FOTO)	1	64273.4409	1492.53731
Na koga pa boste jezni zdaj, ko imate obraz in ko imate ... no, saj veste, kaj!	1	26322.25269	611.24694
Kam z ruskimi umetniki? | MLADINA.si	1	17809.43151	413.56493
Namesto čokolade je lahko tudi koktajl, narejen po receptu svetovnega podprvaka	1	201229.93179	4672.8972
Turčijo in Sirijo stresel silovit potres, Rdeči križ Slovenije poziva za pomoč prizadetim	1	111852.48157	2597.4026
Prangerjevi kritiki so izbrali in utemeljili: Silvija Žnidar je izbrala pesniške zbirke Nine Dragičević, Natalije Milovanović in Jerneja Županiča	1	29274.78273	679.80965
Premier Janez Janša v pogovorni oddaji: &#34;Slovenijo vidim kot moderno državo, ki je ne bodo prehitevali tisti, ki so nam pred 30 leti še gledali v hrbet&#34; - Demokracija	1	42095.01994	977.51711
Zaradi trajne poškodbe glasilk Stevena Tylerja, se Aerosmith predčasno umika s koncertnih odrov	1	138466.8984	3215.43408
Tonin: &#34;Predsednik vlade je strasten tviteraš. Če bi kakšen tvit manj napisal, bi imeli najverjetneje tudi kakšno fronto manj&#34;	1	189705.75067	4405.28634
POZOR, oglasil se je PREDSEDNIK MARIBORA! Nov športni dirkektor? NOV TRENER? V dolgem sporočilu je ...	1	70595.41869	1639.34426
Za rojstni dan ženi podaril naročnino	1	103269.0777	2398.08153
OKS aktivno v pomoč ukrajinskim športnikom v Sloveniji	1	216398.0171	5025.12563
(POGLED) Kolumna Elizabete Planinšič: Piši, piši mi ...	1	37059.55715	860.5852
Reese Witherspoon skoraj izgubila potrpljenje ob ustvarjanju družinskega portreta	1	374462.65568	8695.65217
Rogatčane ponovno združila pesem - Kozjansko.info	1	328726.7588	7633.58779
Stevanović ostro o pravicah delavcev	1	58749.25703	1364.25648
Hipertenzija - povišan pritisk, predsednika vlade in njegove ekipe! - Časnik	1	75949.21588	1763.66843
Povezovanje z modrostjo prednikov	1	82813.85654	1923.07692
V Ljubljani so se zbrali podporniki in nasprotniki pravice do splava (VIDEO)	1	77871.98084	1808.31826
Elon Musk pozval k 'razbitju' Bezosovega Amazona - Vestnik.si	1	151631.00494	3521.12676
Verena Vidrih Perko: Dediščina ali volja do spominjanja	1	21694.31003	503.77834
Soseda ima v posesti nekaj njihove zemlje. Kako si povrniti lastnino? #pravni nasvet	1	99914.6297	2320.18561
Brez stresa, zrelo, rutinirano: Olimpija koraka proti novi evropski jeseni - Ekipa24	1	32973.35789	765.69678
Slovenci lahko damo Evropi le to, kar v resnici smo - Domovina	1	19574.18427	454.54545
Finance.si - največji slovenski spletni medij za poslovno javnost	1	9404.49998	218.38829
Tonin o Janševih tvitih: Kot politiki tudi novinarji ne bi smeli biti presenečeni nad kritiko	1	285186.79075	6622.51656
Lobiranje - pomemben in čislan posel, ki ga napačno razumemo	1	10572.84689	245.51927
Praznična akcija: le kdo bo dobil božičnico?	1	96771.2481	2247.19101
Gorenjski glas | Zgodbe, ki jih povezuje zlata pentlja	1	46960.96554	1090.51254
ZDA z močno podporo Orbanu: 'Vaš uspeh je naš uspeh' | 24ur.com	1	176488.54673	4098.36066
Cantarutti odločno zavrača očitke o pritiskih pri izbiri dobaviteljev zaščitne opreme	1	47322.20374	1098.9011
(KOMENTAR) Dolar je problem vseh	1	37974.60794	881.83422
ZDA ob srečanju Bidna in Zelenskega naznanile dodatno vojaško pomoč Ukrajini	1	121647.47289	2824.85876
Na Majorki več deset tisoč protestnikov proti množičnemu turizmu	1	96554.2722	2242.15247
Adriana Romanko: Močnejša orožja bomo imeli, hitreje lahko zaključimo Putinovo genocidno vojno | Revija Reporter	1	14378.36574	333.88982
Slovenija - Finska ali tekma let(a)! Tule je dokaz, zakaj je zmaga Slovenije nad Finsko praktično nujna!	1	83133.60116	1930.50193
Severina navduševala, zraven je bil tudi Dončić. Zvezdnica ga je spomnila, česa ji še ni dal	1	133322.61735	3095.97523
Neodgovorna stroka in zdravnik! | Nova24TV	1	38312.46032	889.67972
Simon Vadnjal: 'Bela je tista, ki trenutno narekuje dnevni ritem'	1	102531.44143	2380.95238
Finalistke za miss Slovenije: Lepotice si želijo tudi napredka in razvoja (FOTO)	1	70944.32521	1647.44646
Vroča novica: Porsche Inter Auto preseneča s super poletno Audi ponudbo	1	67286.25844	1562.5
Nova serija oddaj Pogovori o prihodnosti	1	119620.01501	2777.77778
Brez silvestrovanj na prostem, toda z odprtimi gostilnami. Kateri ukrepi bodo veljali na najdaljšo noč? - Vestnik.si	1	87349.30102	2028.39757
Marčevska brezposelnost na rekordno nizki ravni! - Data d.o.o.	1	84770.08938	1968.50394
Politični vzpon Kristi Noem - prvi obraz ob dejanjih ICE	1	46504.54147	1079.91361
Ali ste tudi vi varuh športne dediščine kopališča Ilirija in Stanka Bloudka?	1	47636.28916	1106.19469
Upor krajanov: Če Turnšek in borci želijo proslavo, naj jo plačajo sami! | Nova24TV	1	201229.93179	4672.8972
Janša: Naslednje volitve bodo predčasne, prej ko bodo, bolje bo za državo	1	30219.79327	701.75439
Severina po koncertu razkrila, kaj ji je obljubil Luka Dončić	1	215316.02701	5000
Rossisport - več kot 30 let zaupanja kupcev	1	42301.77348	982.31827
Kolesarske poti in izleti za družine in rekreativce po Kozjanskem in Obsotelju: Rog. Slatina, Rogatec, Šmarje pri Jelšah - Kozjansko.info	1	18870.81744	438.21209
Marjan Pojbič: &#34;Če pogledamo rezultate dela, dvoma o pravilni izbiri za prihodnost Slovenije ne bi smelo biti&#34; - Demokracija	1	24877.6461	577.70075
Novi papež je Robert Prevost	1	138466.8984	3215.43408
Komentar: Dobro na nasprotni strani	1	77451.80828	1798.56115
Dobrodošli na prenovljeni spletni strani Dnevnika	1	169540.17875	3937.00787
Župnija Vojnik je odprta do vseh	1	107389.53966	2493.76559
"Po prvem zasedanju sveta za obnovo: ""Govorimo o načrtu, ki bo trajal od pet do deset let"""	1	63142.52992	1466.27566
Že 60. tovariško druženje deklet, ki so preživele kot 'brezimne' številke v taboriščih	1	103022.02249	2392.3445
Zelenski na srečanju s tremi premierji: Zelo cenimo vašo podporo	1	72741.90102	1689.18919
Postopek ustanovitve sp - kaj moram vedeti? - Data d.o.o.	1	36187.56757	840.33613
Tik pred porodom bo vodila silvestrsko oddajo, dolgo 16 ur	1	57037.35815	1324.50331
Učitelj naj (ne) bo!	1	48169.13356	1118.56823
Protesti proti množičnemu turizmu na Majorki: Vaš luksuz, naše trpljenje	1	157740.67913	3663.00366
Luka Dončić na Severininem koncertu, ona pa ga je javno opomnila na njegovo veliko obljubo	1	121304.80395	2816.90141
Samozaposlitev ali zaposlitev? Kaj se mi najbolj izplača? - Data d.o.o.	1	93412.59306	2169.1974
NSi na volitve z močno lokalno listo, SLS z najbolj vključujočo. Svoboda pa s &#34;prestopniki&#34; - Domovina	1	30390.40607	705.7163
(V PREMISLEK) Za narcizem in egoizem ni zdravila - Vestnik.si	1	106592.09258	2475.24752
Štiridnevni delovni teden v Sloveniji - malo bo treba še počakati?! - Data d.o.o.	1	92212.43127	2141.32762
Delo o politično nastavljenih kadrih v SDH (29. 3.)	1	195741.84274	4545.45455
Svet24.si - Kacina vprašali, ali ni hinavsko, da govori o dramatični situaciji na Hrvaškem in hkrati dopustuje na Krku, to jim je odbrusil	1	109020.77317	2531.64557
Kako znižati krvni tlak? Tukaj je nekaj pijač, ki so vam v pomoč	1	86472.30001	2008.03213
Mi gradimo progo, proga gradi nas	1	49384.40987	1146.78899
Dva slovenska otroka umrla v Izraelu, to je pokazal nadzor	1	63235.25022	1468.42878
Pahor v Beltincih: Zlasti ko nas preizkušajo težki časi, se moramo vsi toliko bolj potruditi, da čutimo bolečino drugega	1	75023.00593	1742.16028
Nad Evropo se zgrinjajo črni oblaki	1	119620.01501	2777.77778
Potomec ustreljenega antifašista: Bazovica bi morala biti opozorilo in vodilo	1	15535.06688	360.75036
